index_hex,bank,snes_addr,source_line,label,category,max_words,max_bytes,current_words,free_words,markup_text,edited_text,notes
1BF,B8,B8889C,183,Text_1BF_Romance_JtCnCuGvGot,Romance,44,88,44,0, <CTRL_FFFD>jt:<CTRL_FFFC>cn<CTRL_FFFD>cu of <CTRL_FFFD>gv.   We got married today.,,
1C0,B8,B888F4,190,Text_1C0_Dialog_Dah,Dialog,7,14,7,0,Dah...,,
1C1,B8,B88902,192,Text_1C1_Dialog_DaDa,Dialog,9,18,9,0,Da-da...,,
1C2,B8,B88914,195,Text_1C2_Dialog_BooBoo,Dialog,11,22,11,0,Boo-boo...,,
1C3,B8,B8892A,198,Text_1C3_Shop_BlueFeatherHappinessHappinessDifferent,Shop,205,410,205,0,"This is ""Blue feather of    happiness.""Well:happiness   is different for each<LINE>one though.                 Right now: it's only <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G,<LINE> Buy it                      Don't buy it                 Money <CTRL_FFFC>ho<CTRL_B2>G<CHOICE_OR_WAIT>c",,
1C4,B8,B88AC4,225,Text_1C4_Church_GodBless,Church,15,30,15,0,"God bless you,",,
1C5,B8,B88AE2,228,Text_1C5_Dialog_ConsiderManyTimesBecauseBig,Dialog,76,152,76,0,Yes: you should consider    it many times because it a  big choice of life.,,
1C6,B8,B88B7A,239,Text_1C6_Romance_SillyMarried,Romance,28,56,28,0,Don't be silly:I'm married.,,
1C7,B8,B88BB2,244,Text_1C7_Dialog_WhoPlayingJokeYoungMan,Dialog,42,84,42,0,Who are you playing a joke  on:young man?,,
1C8,B8,B88C06,251,Text_1C8_Dialog_Come,Dialog,20,40,20,0,"That's it, Come on,",,
1C9,B8,B88C2E,255,Text_1C9_Dialog_GivingWrongPerson,Dialog,42,84,42,0,Hey: you are giving it to a wrong person.,,
1CA,B8,B88C82,262,Text_1CA_Romance_HaveGiveGirlLoveGirl,Romance,80,160,80,0,You have to give it to the  girl you love: OK? To the   girl you want to marry.,,
1CB,B8,B88D22,273,Text_1CB_Dialog_WowBlueFeatherShowMe,Dialog,43,86,43,0,"Wow:the blue feather,       Show it to me.",,
1CC,B8,B88D78,280,Text_1CC_Animal_GoodMorningExcuseMeBothering,Animal,244,488,244,0,"Good morning. Please excuse me for bothering you so     early in the morning<LINE>but have you seen Maria?    When I woke up:her bed was  empty. Oh Lord:now that<LINE>she's not here:then:where   on earth is she now? Please,Will you look for her<LINE>with me?",,
1CD,B8,B88F60,312,Text_1CD_Romance_MariaDadWasWrongCome,Romance,68,136,68,0,"Oh:Maria, Your dad was      wrong.Please:please come    back to me,",,
1CE,B8,B88FE8,322,Text_1CE_Romance_UsuallyQuietGirlButReason,Romance,139,278,139,0,She is usually a quiet girl but...reason? ho-ho-ho:     it's her father's<LINE>fault.I'm sorry to trouble  you.But please look         for her.,,
1CF,B8,B890FE,341,Text_1CF_Romance_SeemsMariaFatherArguedOver,Romance,52,104,52,0,It seems Maria and her      father argued over you.,,
1D0,B8,B89166,349,Text_1D0_Sign_ThinkMariaWentUpThemountain,Sign,82,164,82,0,I think Maria went up to themountain.She said she       wanted to go there alone.,,
1D1,B8,B8920A,361,Text_1D1_Mountain_MariaGoWenttoExactlyNortheast,Mountain,78,156,78,0,Where did Maria go? She wentto...exactly northeast.     You see a pond there.,,
1D2,B8,B892A6,372,Text_1D2_Church_RushAboutPrayingWhile,Church,49,98,49,0,Don't rush.How about        praying for a while?,,
1D3,B8,B89308,380,Text_1D3_Romance_GirlHaventSeenAny,Romance,38,76,38,0,Hello.A girl? No: I haven't seen any.,,
1D4,B8,B89354,386,Text_1D4_Romance_WantTodayLookingGirl,Romance,64,128,64,0,Hi.What do you want today?  What? Are you looking for   a girl?,,
1D5,B8,B893D4,395,Text_1D5_Dialog_UummNKnowSureKnow,Dialog,89,178,89,0,Uumm:n-no:I don't know.     I sure don't know:really.   She's not hiding behind<LINE>the bed.,,
1D6,B8,B89486,408,Text_1D6_Dialog_SorryGoingHomeThank,Dialog,43,86,43,0,I'm sorry..I'm...going home.Hey:thank you.,,
1D7,B8,B894DC,415,Text_1D7_Dialog_WhatsGoing,Dialog,33,66,33,0,What's going on here:hey:   you?,,
1D8,B8,B8951E,421,Text_1D8_Romance_HoHoHoMariaBack,Romance,129,258,129,0,Ho-ho-ho:Maria is in the    back room. She is my        daughter.<LINE>She does the same thing as  me. She's just a little     sulky.,,
1D9,B8,B89620,439,Text_1D9_Dialog_Rude,Dialog,10,20,10,0,"How rude,",,
1DA,B8,B89634,442,Text_1DA_Dialog_LikeSmellMuch,Dialog,34,68,34,0,I don't like this smell so  much.,,
1DB,B8,B89678,448,Text_1DB_Weather_HaveSeenMyWeatherCock,Weather,227,454,227,0,Hey:have you seen my        weather-cock?               The one on the top of<LINE>my roof.                    It was blown away by the    strong wind last night.<LINE>I suppose it came here      but please let me know if   you find it.,,
1DC,B8,B8983E,478,Text_1DC_Weather_MadeWeatherCockFormyWife,Weather,125,250,125,0,I made that weather-cock formy wife.so it's just like a memento for Ann.<LINE>She's usually cheerful but  now she's so depressed.,,
1DD,B8,B89938,495,Text_1DD_Weather_DirectionWhichWeatherCockWent,Weather,128,256,128,0,"The Direction in which the  weather-cock went to?       Somewhere you can keep<LINE>away from the rain.And the  key word is chicken,",,
1DE,B8,B89A38,512,Text_1DE_Dialog_FindAha,Dialog,27,54,27,0,You can't find it...aha...,,
1DF,B8,B89A6E,517,Text_1DF_Dialog_CameBackHomeSuchAhurry,Dialog,91,182,91,0,She came back home in such ahurry:went into her room    right away: and still<LINE>stays there.,,
1E0,B8,B89B24,530,Text_1E0_Animal_TraditionAreaCalledBlueFeather,Animal,133,266,133,0,"That's a tradition in this  area called ""Blue feather ofhappiness.""<LINE>Use it when you make a      marriage proposal to        someone.",,
1E1,B8,B89C2E,548,Text_1E1_Dialog_HangingMyMemoryButPrecious,Dialog,79,158,79,0,"I'm not hanging on to my    memory but it's so precious for me.<LINE>....Thank you,",,
1E2,B8,B89CCC,559,Text_1E2_Town_NiceYoungPeopleWantCheerful,Town,85,170,85,0,"How nice the young people   are, Yes:I want her to be   cheerful all the time. Sure.",,
1E3,B8,B89D76,571,Text_1E3_Sign_NinaHasntBackSinceWent,Sign,90,180,90,0,"Nina hasn't been back since she went to the mountain to find a herb.<LINE>Please look for her,",,
1E4,B8,B89E2A,584,Text_1E4_Dialog_DadOutTakingCareMother,Dialog,43,86,43,0,Her Dad is out taking care  of her mother.,,
1E5,B8,B89E80,591,Text_1E5_Town_HerbGrassTinyLittleWhite,Town,66,132,66,0,.....Herb.... A grass with  a tiny little white         flower...,,
1E6,B8,B89F04,601,Text_1E6_Romance_MmmmGirlFellDownDark,Romance,93,186,93,0,Mmmm:a girl fell down in a  dark: small place. Go get   her right away before<LINE>it's too late.,,
1E7,B8,B89FBE,614,Text_1E7_Dialog_ThankGoodMomBetter,Dialog,49,98,49,0,...Thank you.Good.Mom will  be better with this.,,
1E8,B8,B8A020,622,Text_1E8_Dialog_MoveAnyMore,Dialog,34,68,34,0,....No:I can't move any     more.,,
1E9,B8,B8A064,628,Text_1E9_Romance_HehHehNinaAlwaysWants,Romance,101,202,101,0,Heh-heh:Nina always wants   to make up to everyone so   it must be hard for you<LINE>to take care of her.,,
1EA,B8,B8A12E,642,Text_1EA_Dialog_HaveDoneTimeAllPretty,Dialog,63,126,63,0,What have you done this     time? They all are pretty   angry.,,
1EB,B8,B8A1AC,651,Text_1EB_Dialog_MyPChanGoneIf,Dialog,68,136,68,0,My P-chan is gone. If you   see her: please let me know.Promise me.,,
1EC,B8,B8A234,661,Text_1EC_Dialog_RecentlyCuteCustomerCame,Dialog,39,78,39,0,Recently a cute customer    came here.,,
1ED,B8,B8A282,667,Text_1ED_Romance_EllensBirdFlewAwayPretty,Romance,53,106,53,0,Ellen's bird flew away so   she is pretty depressed.,,
1EE,B8,B8A2EC,675,Text_1EE_Dialog_Aha,Dialog,7,14,7,0,Aha...,,
1EF,B8,B8A2FA,677,Text_1EF_Sign_WhichDirectionBluebirdGoThink,Sign,95,190,95,0,Which direction did the bluebird go? Well:I think I     saw it flying up towards<LINE>the mountain.,,
1F0,B8,B8A3B8,690,Text_1F0_Romance_EllenDependsLookAfter,Romance,72,144,72,0,Ellen depends on you:       doesn't she?                Look after her.,,
1F1,B8,B8A448,700,Text_1F1_Romance_SorryNowWasAlwaysCheered,Romance,201,402,201,0,I'm sorry...I'm OK now.     I was ....always...cheered  up and never thought<LINE>of P-chan.                  She's free now...good bye:  P-chan...take care...thank<LINE>you for everything you've   done for me.,,
1F2,B8,B8A5DA,727,Text_1F2_Dialog_ThankLookingMybird,Dialog,34,68,34,0,Thank you for looking for mybird.,,
1F3,B8,B8A61E,733,Text_1F3_Dialog_RecentlyNothing,Dialog,39,78,39,0,...You recently....no:      nothing...,,
1F4,B8,B8A66C,739,Text_1F4_Dialog_VeryBusy,Dialog,24,48,24,0,"...What? I'm very busy,",,
1F5,B8,B8A69C,743,Text_1F5_Sign_GoodGodOldHunterLocked,Sign,48,96,48,0,"Good God, The old hunter is locked in the cave,",,
1F6,B8,B8A6FC,750,Text_1F6_Dialog_HelpMyGrandpa,Dialog,24,48,24,0,"Please:help my grandpa,",,
1F7,B8,B8A72C,754,Text_1F7_Diary_WeveGotSaveHimAs,Diary,46,92,46,0,We've got to save him as    soon as possible.,,
1F8,B8,B8A788,761,Text_1F8_Sign_GoForwardBecauseInsideCave,Sign,67,134,67,0,We can't go forward because the inside of the cave has  collapsed.,,
1F9,B8,B8A80E,771,Text_1F9_Dialog_GladMadeHesPromisingYoung,Dialog,49,98,49,0,"So glad:you made it, He's a promising young man.",,
1FA,B8,B8A870,779,Text_1FA_Manual_HaveGotHammerHammer,Manual,37,74,37,0,"Have you got a hammer?      Hammer,?",,
1FB,B8,B8A8BA,785,Text_1FB_Sign_WhoEveSayGrandfatherWas,Sign,102,204,102,0,Who? Eve? They say your     grandfather was in trouble  in the mountain so<LINE>they are still over there.,,
1FC,B8,B8A986,799,Text_1FC_Romance_GroanOuchPhewTooOld,Romance,100,200,100,0,Groan...ouch... It's you... Phew:I'm too old now...     If something happens to me:<LINE>look after Eve.,,
1FD,B8,B8AA4E,813,Text_1FD_Dialog_GrandpaGladToseeAlright,Dialog,54,108,54,0,"Grandpa, ...I am .So glad tosee that you are alright.",,
1FE,B8,B8AABA,821,Text_1FE_Dialog_HaveGottenOutMyself,Dialog,45,90,45,0,I could have gotten out of  there by myself.,,
1FF,B8,B8AB14,828,Text_1FF_Town_GrandpaScaredMeDeathUnreasonable,Town,106,212,106,0,Grandpa...you scared me to  death.....Please don't be   unreasonable any more.<LINE>....Come down to the town.,,
200,B8,B8ABE8,843,Text_200_Dialog_Thank,Dialog,11,22,11,0,Thank you.,,
201,B8,B8ABFE,846,Text_201_Festival_FlowerFestivalTomorrowWholeTown,Festival,162,324,162,0,Well:the Flower Festival is tomorrow.The whole town is  covered with the good<LINE>smell of flowers. Everybody:let's get together at the   public square at <CTRL_B5> o'clock.,,
202,B8,B8AD42,868,Text_202_Festival_FlowerFestivalOnceUponTime,Festival,242,484,242,0,The flower festival is...   once upon a time...         The Goddess of Land was<LINE>trying to cheer up a girl   who had lost her boyfriend  She made the flowers<LINE>bloom for the first time.   And Before that:            there was no flowers at all.,,
203,B8,B8AF26,900,Text_203_Shipping_SellingWonderfulThingsFestivalTomorrow,Shipping,88,176,88,0,We'll be selling wonderful  things at the festival      tomorrow so look forward<LINE>to it.,,
204,B8,B8AFD6,912,Text_204_Dialog_GivingPresentYear,Dialog,47,94,47,0,I'm really giving her a     present this year.,,
205,B8,B8B034,919,Text_205_Manual_GodHasTaughtUsHeart,Manual,95,190,95,0,God has taught us that the  heart is for appreciating   flowers and to being<LINE>open and relaxed.,,
206,B8,B8B0F2,932,Text_206_Festival_FlowerFestivalTomorrowAlsoCelebrate,Festival,76,152,76,0,It's the Flower Festival    tomorrow. It also celebrate the spring to come.,,
207,B8,B8B18A,943,Text_207_Festival_FlowerFestivalTomorrowGoodRelax,Festival,73,146,73,0,It's the Flower Festival    tomorrow.It's good to relax once in a while.,,
208,B8,B8B21C,954,Text_208_Festival_FlowerFestivalTomorrowLoveBest,Festival,78,156,78,0,It's the Flower Festival    tomorrow.I love it the best of all the festivals.,,
209,B8,B8B2B8,965,Text_209_Shop_BuyAllUnusualStuffFestival,Shop,51,102,51,0,Don't buy all that unusual  stuff at the festival.,,
20A,B8,B8B31E,973,Text_20A_Festival_HehLoveFestivalsLookingForward,Festival,51,102,51,0,Heh:I love festivals.I am   Looking forward to it.,,
20B,B8,B8B384,981,Text_20B_Festival_OneHasGoFestivalBut,Festival,66,132,66,0,No one has to go to the     festival but please join us tomorrow.,,
20C,B8,B8B408,991,Text_20C_Shipping_SellingBottlesSomeWonderfulPerfume,Shipping,60,120,60,0,We are selling bottles of   some wonderful perfume      toda,,
20D,B8,B8B480,1000,DATA16_B8B480,Dialog,37,74,37,0,y.<LINE>Please pick up what you     like.,,
20E,B8,B8B4CA,1006,Text_20D_Town_MadeRoseFlowersSmellsSweet,Town,185,370,185,0,"That's made of ""Rose""       flowers.Smells sweet and    romantic:doesn't it?<LINE>It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G Do you       want it?<LINE> Yes                         No                           Money <CTRL_FFFC>hp<CTRL_B2>G<CHOICE_OR_WAIT>c",,
20F,B8,B8B63C,1031,Text_20E_Shop_MadeLilacFlowersFragranceMild,Shop,194,388,194,0,"It's made of ""Lilac""        flowers. Its fragrance is   mild and elegant: isn't it?<LINE>It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G. Do you want to buy it?<LINE> Yes                         No                           Money <CTRL_FFFC>hq<CTRL_B2>G<CHOICE_OR_WAIT>c",,
210,B8,B8B7C0,1057,Text_20F_Shop_MadeVioletFlowersFragranceMakes,Shop,183,366,183,0,"It's made of ""Violet""       flowers.Its fragrance makes you feel refreshed.<LINE>It's <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G. Do you want to  buy it?<LINE> Yes                         No                           Money <CTRL_FFFC>hr<CTRL_B2>G<CHOICE_OR_WAIT>c",,
211,B8,B8B92E,1081,Text_210_Dialog_ThankVeryMuchCarefulDrop,Dialog,75,150,75,0,Thank you very much.        Please be careful not to    drop and break it.,,
212,B8,B8B9C4,1092,Text_211_Dialog_SeeLittleDisappointed,Dialog,42,84,42,0,I see.I'm a little          disappointed.,,
213,B8,B8BA18,1099,Text_212_Dialog_WowThanksLotMmmmSmells,Dialog,44,88,44,0,Wow:thanks a lot. Mmmm:it   smells so good.,,
214,B8,B8BA70,1106,Text_213_Dialog_MisterHaveEnoughMoney,Dialog,47,94,47,0,Oh no:Mister:you don't      have enough money.,,
215,B8,B8BACE,1113,Text_214_Weather_HaveVeryRareProductTime,Weather,263,526,263,0,"I have a very rare product  this time. It's said to be  truly the only<LINE>one of its kind in the      world...It's called ""seed ofsnow flower.""<LINE>It costs <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2>G.             Do you want to buy it?<LINE> Buy it                      Not this time                Money <CTRL_FFFC>hs<CTRL_B2>G<CHOICE_OR_WAIT>c",,
216,B8,B8BCDC,1147,Text_215_Sign_DeliverShedUseWinterMountain,Sign,77,154,77,0,Well:I'll deliver it to     your shed.Use it in winter  at the mountain top.,,
217,B8,B8BD76,1158,Text_216_Dialog_BitDisappointedGuaranteeHaveNext,Dialog,77,154,77,0,I'm a bit disappointed.     I can't guarantee I'll have it next time though.,,
218,B8,B8BE10,1169,Text_217_Manual_FragranceMakesPeopleFeelCalm,Manual,46,92,46,0,Fragrance makes people feel calm and relaxed.,,
219,B8,B8BE6C,1176,Text_218_Animal_ComesDownBuy,Animal,44,88,44,0,When it comes down to it:   I can't buy it.,,
21A,B8,B8BEC4,1183,Text_219_Animal_FeelCalmSeeFlowersMean,Animal,48,96,48,0,I feel calm when I see      flowers. I mean it.,,
21B,B8,B8BF24,1190,Text_21A_Shop_WantBuyBottlePerfumeMy,Shop,51,102,51,0,I want to buy a bottle of   perfume for my sister.,,
21C,B8,B8BF8A,1198,Text_21B_Romance_FragranceSoapBestGirls,Romance,48,96,48,0,The fragrance of soap is    the best for girls.,,
21D,B8,B8BFEA,1205,Text_21C_Church_SayStatueGoddessLand,Church,49,98,49,0,They say it's the statue of the Goddess of Land.,,
21E,B8,B8C04C,1213,Text_21D_Sign_GoddessLandLivesThemountainVery,Sign,117,234,117,0,Goddess of Land lives in themountain.And she is very    friendly.<LINE>Grandma told me so..... but I wonder if it's true.,,
21F,B8,B8C136,1229,Text_21E_Church_SayGoddessOflandLivesSmall,Church,64,128,64,0,They say that the Goddess ofLand lives in a small       spring.,,
220,B8,B8C1B6,1238,Text_21F_Romance_ThinkCarefullyAboutGirlsTastes,Romance,65,130,65,0,Think carefully about the   girls' tastes and choose a  present.,,
221,B8,B8C238,1248,Text_220_Animal_MyHeartWarmsUpJoys,Animal,90,180,90,0,My heart warms up with the  joys of spring  when it's   filled with the smell<LINE>of flowers.,,
222,B8,B8C2EC,1261,Text_221_Romance_FlowersSoftenPeoplesMindsMay,Romance,73,146,73,0,Flowers soften people's     minds.May everybody be with the gentle mind.,,
223,B8,B8C37E,1272,Text_222_Church_FlowersOneMostWonderfulGifts,Church,54,108,54,0,Flowers are one of the most wonderful gifts from God.,,
224,B8,B8C3EA,1280,Text_223_Festival_LetsDanceLaterDarling,Festival,28,56,28,0,Let's dance later: darling.,,
225,B8,B8C422,1285,Text_224_Romance_DadWandersLikeEveryYear,Romance,34,68,34,0,Dad wanders like that every year.,,
226,B8,B8C466,1291,Text_225_Town_LetSeeHaveCharacterFit,Town,65,130,65,0,Let see...I don't have a    character to fit the        flowers.,,
227,B8,B8C4E8,1301,Text_226_Romance_ProbablyLikesTypeGirlWho,Romance,65,130,65,0,He probably likes the type  of girl who is fond of      flowers.,,
228,B8,B8C56A,1311,Text_227_Dialog_SureButMightBeneatWork,Dialog,70,140,70,0,I'm not sure but it might beneat to work on a machine tomake perfume.,,
229,B8,B8C5F6,1321,Text_228_Town_FlowersCoverWholeTownHappy,Town,67,134,67,0,"Flowers cover the whole     town.I am so happy, Hey:are you happy?",,
22A,B8,B8C67C,1331,Text_229_Dialog_SayHappyComeVeGot,Dialog,66,132,66,0,"Say:happy?                  Come on, You' ve got to be  cheerier?",,
22B,B8,B8C700,1341,Text_22A_Romance_HeavenSupposeBloomingFlowersEverywhere,Romance,105,210,105,0,In Heaven:I suppose there   are blooming flowers        everywhere such as on the<LINE>water:and in the wind.,,
22C,B8,B8C7D2,1356,Text_22B_Festival_DanceMuchBetterNow,Festival,33,66,33,0,Hey:I can dance much better now.,,
22D,B8,B8C814,1362,Text_22C_Dialog_TooMuchPerfumeMakesMe,Dialog,38,76,38,0,Too much perfume.It makes   me dizzy.,,
22E,B8,B8C860,1368,Text_22D_Church_BelieveStoryGoddessMadeFlowers,Church,90,180,90,0,Do you believe the story of the Goddess that made       flowers bloom?<LINE>Isn't it romantic?,,
22F,B8,B8C914,1381,Text_22E_Festival_WonderIfMenVeryinterestedKind,Festival,66,132,66,0,I wonder if men are not veryinterested in this kind of  festival?,,
230,B8,B8C998,1391,Text_22F_Festival_GoodMerryFestivalSometimes,Festival,48,96,48,0,It's good to be merry at a  festival sometimes.,,
231,B8,B8C9F8,1398,Text_230_Manual_HehHehGetRelaxedSmell,Manual,55,110,55,0,Heh-heh:I could get relaxed with the smell of flowers.,,
232,B8,B8CA66,1406,Text_231_Church_GodsGotLittleSenseHumor,Church,118,236,118,0,God's got a little sense of humor.If it's supposed to   cheer people up:<LINE>wine would be much better.  Don't you think?,,
233,B8,B8CB52,1422,Text_232_Town_SayMuchPrettierThanFlowers,Town,84,168,84,0,What? You say I'm much      prettier than flowers?      You didn't say so? ...What?,,
234,B8,B8CBFA,1434,Text_233_Romance_ForgiveIfPickUpAnother,Romance,54,108,54,0,You:I won't forgive you if  you pick up another girl.,,
235,B8,B8CC66,1442,Text_234_Festival_StartDancingNowIfHavent,Festival,151,302,151,0,Can we start dancing now?   If you haven't done all the thing you wanted to do:<LINE>hurry up and do it right    now.<LINE> Let's dance                 Hold on<CHOICE_OR_WAIT>c,,
236,B8,B8CD94,1462,Text_235_Dialog_NowPickUpPartner,Dialog,26,52,26,0,Now pick up your partner.,,
237,B8,B8CDC8,1467,Text_236_Dialog_IfHaveSomeMoreHurry,Dialog,38,76,38,0,If you have some more to do:hurry up.,,
238,B8,B8CE14,1473,Text_237_Festival_NowComesYearsHarvestFestival,Festival,211,422,211,0,Now here comes this year's  harvest festival. Ladies andgentlemen:have you decided<LINE>what to take to the         festival? The festival is   held at the public<LINE>square tomorrow. It ends at <CTRL_B5>:<CTRL_B2><CTRL_B2>pm so don't be late.,,
239,B8,B8CFBA,1501,Text_238_Festival_HarvestFestivalTomorrow,Festival,38,76,38,0,It's the Harvest Festival   tomorrow.,,
